qid	year	label	no	content_verbatim	content_fixed	choice_a	choice_b	choice_c	choice_d	answer	chapter	attachment_link	mixed_choices
pTrnK6sc	2016	1.9	8	Sur la carte ci-dessous, la flèche représentant la circulation du vent d'Autan est :	Sur la carte, la flèche représentant la circulation du vent d’Autan est :	1	2	3	4	0	3.4.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2FFIg3jQJLvF9cb7LJVV0L?alt=media&token=5f28c61d-404a-4f05-a798-75370e92e9f6	True
QzZmqrns	2016	1.10	9	On parle de brouillard lorsque la visibilité horizontale est inférieure à :		1 km	3 km	5 km	10 km	0			
jPnbcWEF	2016	1.11	10	La pression atmosphérique est principalement due :		au poids de la vapeur d'eau contenue dans l'air	à la force du vent	au poids de la masse d'air située au-dessus du lieu d'observation	au rayonnement solaire	2	3.1.		True
Klh3ltab	2016	1.12	11	Un aérodrome se trouve à l'altitude de 2800 ft, l'écart de pression avec le niveau de la mer y est de :		20 hPa	50 hPa	100 hPa	200 hPa	2	3.1.		True
xNQDREfA	2016	1.13	12	L'occlusion est une zone :		très nuageuse, pluvieuse avec un plafond bas	toujours sans nuage	fréquemment orageuse	de très haute pression	0			
dmXNOGXT	2016	1.14	13	L'orage est caractérisé par la présence de :		cirrus	stratus et stratocumulus	nimbus et nimbostratus	cumulonimbus	3	3.5.		True
MxSG0cRB	2016	1.15	14	Les nuages sont classés en deux grandes catégories :		les positifs et les négatifs	les moutonneux et les filiformes	les stratiformes et les cumuliformes	les catabatiques et les adiabatiques	2	3.3.		True
Frro9T36	2016	1.16	15	Le sens de rotation des vents dans l'hémisphère nord est :		horaire dans un anticyclone	anti-horaire dans un anticyclone	identique à celui de l'hémisphère sud	horaire dans une dépression	0			
HUdLJZJe	2016	1.17	16	"On appelle ""traîne"" une zone :"		s'étendant à l'avant d'un front froid	s'étendant à l'arrière d'un front froid	de fortes perturbations	de grand calme	1	3.2.		True
kT2w7vG7	2016	1.18	17	En montagne, un parapentiste rencontre les meilleures conditions pour du vol de pente :		la nuit	en début de matinée	dans l'après-midi	en fin de soirée	2	3.4.		True
foWOy2IO	2016	1.19	18	Quand le bulletin météorologique prévoit que le point de rosée et la température ambiante seront bientôt identiques, il faut s'attendre à :		de la pluie	de la neige	du brouillard	de la vapeur d'eau	2	3.3.		True
J5s1JXQe	2016	1.20	19	Un pilote de vol libre ou de planeur souhaitant voler longtemps privilégie le vol sous :		les stratus	les cirrus	les cumulus	les alto-stratus	2	3.3.		True
ceWnWd7u	2016	2.1	20	En vol en palier stabilisé :		la portance équilibre le poids	la portance équilibre la traînée	la portance équilibre la résultante aérodynamique	la portance équilibre la force de propulsion	0	2.2.		True
iCy4YF4l	2016	2.2	21	Le vent relatif :		est la composante du vent réel parallèle à la trajectoire	est parallèle à la trajectoire, et de même sens que le déplacement de l'avion	est parallèle à la trajectoire, mais de sens opposé au déplacement de l'avion	est la composante du vent réel perpendiculaire à la trajectoire	2			
AL31TR8I	2016	2.3	22	Le pilotage de la sonde spatiale Philae nécessite :		une poussée permanente et l'exploitation de l'attraction des astres	une poussée ponctuelle et l'exploitation de l'attraction des astres	uniquement l'attraction des astres	uniquement une poussée permanente	1	2.3.		True
Gie3Hq7L	2016	2.4	23	Sur le profil d'aile ci-dessous, l'extrados est représenté par la lettre :		A	B	C	D	1		https://annales-bia.fr/images/a1-2016.gif	
oCuPFey2	2016	2.5	24	La distance de décollage augmente quand :		la pression et la température de l'atmosphère diminuent	la pression et la température de l'atmosphère augmentent	la pression atmosphérique diminue et la température de l'atmosphère augmente	la pression atmosphérique augmente et la température de l'atmosphère diminue	2			
gqamvSbV	2016	2.6	25	La fonction principale des winglets est :		d'augmenter la traînée de l'aile	de diminuer la vitesse	de diminuer la portance de l'aile	de diminuer la traînée induite	3	2.1.		True
PDGyImf1	2016	2.7	26	L'origine de la sustentation de l'aile résulte de l'apparition :		d'une dépression à l'extrados et à l'intrados	d'une surpression à l'intrados et à l'extrados	d'une dépression à l'extrados et d'une surpression à l'intrados	d'une surpression à l'extrados et d'une dépression à l'intrados.	2			
NjDPcg0g	2016	2.8	27	La portance est :		de direction perpendiculaire au vent relatif	de direction perpendiculaire au poids	de direction parallèle au vent relatif	créée par le bord de fuite	0			
7O6WzjbC	2016	2.9	28	La traînée :		diminue lorsque l'incidence augmente	est indépendante de la vitesse	augmente lorsque la vitesse diminue	diminue lorsque la masse volumique de l'air diminue	3	2.1.		True
6LIXLKdi	2016	2.10	29	Plus la finesse d'un planeur est élevée :		plus la distance qu'il peut parcourir est faible	plus son poids est faible	plus la distance qu'il peut parcourir est élevée	plus sa traînée est importante	2			
OKloiS0F	2016	2.11	30	Le décollage d'un avion se fait toujours face au vent pour :		décoller sur une distance plus courte	diminuer la portance	éviter de dépasser la VNE	diminuer la traînée	0			
cpaUBShs	2016	2.12	31	En phase d'atterrissage, le pilote sort les volets hypersustentateurs, l'objectif est :		de conserver la portance à vitesse réduite	de réduire la portance et d'augmenter sa vitesse	de diminuer la traînée	d'augmenter la vitesse	0	2.2.		True
RcqM9cbu	2016	2.13	32	La sustentation d'un aérostat est basée sur le principe :		d'Archimède	de Bernouilli	des vases communicants	de l'effet Venturi	0	2.3.		True
A0A37NYi	2016	2.14	33	Le décrochage se produit toujours à :		la même assiette	la même vitesse	la même incidence	la même inclinaison	2	2.1.		True
bOQsKLWD	2016	2.15	34	Le centrage de l'aéronef a un effet majeur sur sa stabilité autour de son axe :		de gauchissement	de roulis	de tangage	de lacet	2	2.1.		True
e2EB42zw	2016	2.16	35	Pour profiter de la vitesse d'entraînement de la base spatiale de Kourou, la direction du tir de lancement d'un satellite géostationnaire doit se faire :		vers le nord	vers l'est	vers le sud	vers l'ouest	1	2.3.		True
rtwep6qR	2016	2.17	36	A incidence et puissance constantes, la mise en virage d'un avion entraîne :		une perte d'altitude	un gain d'altitude	un maintien de l'altitude	une diminution de la vitesse	0	2.2.		True
aJz9WgCi	2016	2.18	37	Sur la polaire de la figure 1, le point correspondant à la finesse maximale est :		point A	point B	point C	point D	1		https://annales-bia.fr/images/a2-2016.gif	
ePl4DYJD	2016	2.19	38	Sur la polaire représentée en figure 1, le point D représente :		la traînée minimale	la finesse maximale	la portance maximale	le point de décrochage	3			
EQY1Vvwj	2016	2.20	39	Lorsque la vitesse est doublée la portance est :		constante	doublée	divisée par deux	quadruplée	3	2.1.		True
FrDVFP77	2016	3.1	40	Le rôle d'une sonde spatiale est :		d'être habitée pour permettre à l'homme d'effectuer des expériences en apesanteur	d'explorer le système solaire	d'évoluer en orbite basse pour analyser l'atmosphère terrestre	d'être satellisée en orbite géostationnaire	1	1.1.		True
1KyySaxg	2016	3.2	41	Le rotor anticouple d'un hélicoptère permet de contrôler :		la rotation autour de l'axe de tangage	la rotation autour de l'axe de lacet	la rotation autour de l'axe de roulis	la vitesse ascensionnelle	1			
wffyVVMl	2016	3.3	42	Dans un moteur à 4 temps, la compression intervient après :		la combustion	la détente	l'admission	l'échappement	2			
7affWYZo	2016	3.4	43	Pour un moteur à quatre temps, la phase qui produit de l'énergie mécanique est :	Pour un moteur à 4 temps, la phase qui produit de l’énergie mécanique est :	l'admission	la compression	la combustion	l'échappement	2	1.3.		True
4t2EbOoY	2016	3.5	44	Le pilote peut utiliser la postcombustion pour :		augmenter la poussée pendant une durée assez courte	perdre de la vitesse très rapidement	effectuer des virages à plat	atterrir par vent de travers	0	1.3.		True
I2R3rPhj	2016	3.6	45	Si on la compare aux voilures d'un avion, la voilure des planeurs modernes se caractérise par :		une petite envergure	une très grande finesse	une grande épaisseur du profil	une très grande rigidité	1			
8dZvNdNW	2016	3.7	46	En considérant la figure ci-dessous, les combinaisons correctes sont :		A2, B4, C3, D1	A2, B4, C1, D3	A4, B5, C2, D1	A4, B2, C3, D5	0		https://annales-bia.fr/images/c1-2016.gif	
CGnMRiDQ	2016	3.8	47	Les pièces se situant dans le sens longitudinal de l'aile et assurant la plus grande partie de la résistance sont :		les traverses	les longerons	les lisses	les raidisseurs	1	1.1.		True
7Tty6jBG	2016	3.9	48	Les couples :		ont dans le fuselage le même rôle que les nervures dans les ailes	sont situés en bout d'aile pour éviter les tourbillons marginaux	sont les pièces maîtresses du fuselage qui supportent les efforts de flexion	sont toujours montés par paire pour augmenter leur solidité	0	1.1.		True
Y8IWi0rA	2016	3.10	49	Dans un empennage en T :		la gouverne de direction se situe en haut de l'empennage vertical	la gouverne de profondeur est actionnée par le palonnier	la gouverne de direction permet la rotation autour de l'axe de tangage	la gouverne de profondeur se situe en haut de l'empennage vertical	3	1.1.		True
p1CEePou	2016	3.11	50	Le pilotage en vol d'un deltaplane s'effectue à l'aide du :		trapèze	manche à balai	palonnier	barreau de pilotage	0	1.1.		True
dcEes2bL	2016	3.12	51	Pour un avion au sol à l'arrêt, l'aile subit :		une flexion vers le bas	une torsion	une traction	une compression	0	1.1.		True
bO1sJUaW	2016	3.13	52	Sur un aéronef multiaxes la commande permettant d'agir sur l'axe de lacet est :		le palonnier	le manche en le déplaçant latéralement	le manche en le déplaçant d'avant en arrière	la commande moteur	0	1.1.		True
BCg9u0HY	2016	3.14	53	Au cours d'un vol, l'action du pilote sur le palonnier :		agit sur la gouverne de direction	agit sur la gouverne de profondeur	n'agit sur aucun élément car le palonnier n'est utilisable qu'au sol	agit sur la gouverne de gauchissement	0	1.1.		True
Z5JB01Tk	2016	3.15	54	Sur un ULM multiaxes, si l'aileron droit se lève :		l'ULM pivote sur l'axe de roulis	l'ULM pivote sur l'axe de tangage	l'aileron gauche se lève également	la gouverne de profondeur s'abaisse	0	1.1.		True
3gQDjChc	2016	3.16	55	Lorsque les volets sont en configuration atterrissage :		la configuration est dite lisse	les volets sont rentrés	la courbure de l'aile augmente pour augmenter la portance	leur braquage est négatif	2	1.1.		True
bW7y5c4O	2016	3.17	56	Le fluide d'un circuit hydraulique :		est de l'eau utilisable sous basse pression et à une température supérieure à 0 °C	est difficilement utilisable sur avion du fait de sa compressibilité	n'est utilisé qu'au-delà de 0 °C pour actionner les freins et les vérins des trains escamotables	est utilisé sous pression pour actionner des commandes	3			
wWp3U2qK	2016	3.18	57	La sonde Pitot est un dispositif permettant de mesurer :		la vitesse	la température	la pression statique uniquement	l'altitude	0	1.2.		True
KYMz9ob9	2016	3.19	58	Parmi ces instruments, un seul est facultatif à bord d'un planeur. Il s'agit :		du compas	de l'altimètre	de l'anémomètre	du transpondeur	3			
F5fiRDHO	2016	3.20	59	L'arc blanc d'un anémomètre correspond :		au domaine de vitesses en lisse	au domaine d'utilisation des volets	à la vitesse de décrochage	aux vitesses à ne jamais dépasser	1	1.2.		True
Bl1Jl1jT	2016	4.1	60	La hauteur minimale de survol d'un aéronef au-dessus de la campagne est :		50 m	150 m	250 m	500 m	1	4.1.		True
as3Lp38e	2016	4.2	61	Un mille nautique correspond à une distance de :		0,3048 m	0,852 m	1609 m	1852 m	3	4.3.		True
iDoiO8AO	2016	4.3	62	Sur une carte au 1/500 000ème une distance mesurée de 15 cm correspond à une distance réelle de :		15 km	30 km	75 km	150 km	2	4.3.		True
ywpMjYNX	2016	4.4	63	Un aéronef a une vitesse propre de 160 km.h-1 et subit un vent d'ouest de 50 km.h-1. Pour faire route au Nord il devra suivre un cap de :	Un aéronef a une vitesse propre de 160 km/h et subit un vent d’ouest de 50 km/h. Pour faire une route au Nord, il devra suivre un cap de :	20°	270°	340°	360°	2	4.3.		True
a3emJUXO	2016	4.5	64	Une piste dont l'orientation magnétique est de 84 est numérotée :		09	08	27	84	1	4.1.		True
8v0TAy6C	2016	4.6	65	La visibilité associée à une situation météorologique CAVOK est :		inférieure à 5 km	supérieure à 5 km	inférieure à 10 km	supérieure à 10 km	3	4.1.		True
AF3YdTYd	2016	4.7	66	La règle d'évitement de deux aéronefs qui se font face est :		évitement par la gauche	évitement par la droite	l'aéronef le plus bas est prioritaire	l'aéronef le plus haut est prioritaire	1	4.1.		True
uHOWs2qE	2016	4.8	67	Le nom de la phase d'intégration d'un circuit d'aérodrome où l'aéronef est perpendiculaire à la piste est :		la vent arrière	l'étape de base	la finale	la courte finale	1	4.1.		True
vYml2sfv	2016	4.9	68	Sur une fréquence radio un aéronef immatriculé F-GTYB s'identifie :		Fox-Trot-Golf-Tango-Yako-Bravo	French-Golf-Tango-Yankee-Bravo	Fox-Golf-Tango-Yankee-Borneo	Fox-Trot-Golf-Tango-Yankee-Bravo	3	4.1.		True
a0UdZXH9	2016	4.10	69	Une zone identifiée par la lettre « R » correspond à :		une zone à la pénétration interdite	une zone à la pénétration restreinte sous certaines conditions	une zone interdite provisoirement	une zone dangereuse	1	4.1.		True
X4WxnzMB	2016	4.11	70	Un NOTAM est :		une notification qui mentionne l'état ou la modification d'une installation, d'un service, d'une procédure ou l'existence d'un danger	une zone d'interdiction militaire	l'ensemble des conditions météorologiques nécessaires au vol VFR	un manuel de procédures propres à chaque machine	0			
iaazelyQ	2016	4.12	71	Un espace de classe A est :		autorisé au vol VFR	autorisé au vol VFR sous certaines conditions	interdit au vol IFR	interdit au vol VFR	3			
bk0ai9lR	2016	4.13	72	La réglementation ULM comporte :		3 classes	4 classes	5 classes	6 classes	3	4.1.		True
jOCU4rPW	2016	4.14	73	L'EASA est :		l'Agence Européenne de Sécurité Aéronautique	l'Agence Européenne de l'Aéronautique et du Spatial	l'Agence Européenne des Assureurs Aéronautiques	l'Etablissement Affecté à la Sûreté Aéronautique	0	4.1.		True
n0E6LYPY	2016	4.15	74	La fréquence radio de détresse est :		le 121,5 MHz	le 122,5 MHz	le 123,5 MHz	le 130 MHz	0			
K9wrU4Zf	2016	4.16	75	La fédération française qui prend en charge les planeurs est :		FFPLUM	la FFA	la FFVL	la FFVP	3	4.1.		True
FjXLU8DV	2016	4.17	76	La visite prévol est effectuée :		une fois par jour par le commandant de bord	systématiquement par le commandant de bord avant chaque vol	une fois par jour par le chef mécanicien	après chaque réparation	1			
2fVlErkp	2016	4.18	77	Le taux d'alcoolémie maximum autorisé pour piloter doit être inférieur ou égal à :		0,2 g.L-1	0,3 g.L-1	0,4 g.L-1	0,5 g.L-1	0			
